,0,1
993,['无法'],['n']
994,['吸引'],['v']
995,['希望'],['v']
996,['洗钱'],['v']
997,['相应'],['v']
998,['选项'],['n']
999,['压力'],['n']
1000,['延长'],['v']
1001,['药物'],['n']
1002,['一项'],['m']
1003,['以此'],['c']
1004,['益处'],['nz']
1005,['应该'],['v']
1006,['用于'],['v']
1007,['攸关'],['ns']
1008,['占'],['v']
1009,['甄别'],['v']
1010,['职责'],['n']
1011,['足够'],['v']
1012,['必要措施'],['n']
1013,['步骤'],['n']
1014,['参考性'],['n']
1015,['承担'],['v']
1016,['处于'],['v']
1017,['创新性'],['n']
1018,"['大', '而']","['a', 'c']"
1019,['俄罗斯'],['ns']
1020,['非法'],['b']
1021,['非正式'],['b']
1022,['分配'],['vn']
1023,['负担得起'],['l']
1024,['复杂'],['a']
1025,['干预'],['v']
1026,['根源'],['n']
1027,['公共部门'],['n']
1028,['公平竞争'],['l']
1029,['公众'],['n']
1030,['供给'],['vn']
1031,['沟通'],['v']
1032,['国际金融'],['n']
1033,['过去'],['t']
1034,['涵盖'],['v']
1035,['杭州'],['ns']
1036,['加剧'],['v']
1037,['加速'],['v']
1038,['架构'],['n']
1039,['接受'],['v']
1040,['解决方案'],['n']
1041,['尽管'],['c']
1042,['紧急行动'],['l']
1043,['进入'],['v']
1044,['具备'],['v']
1045,['抗菌'],['n']
1046,['扩展'],['v']
1047,['立即'],['d']
1048,['冒险'],['n']
1049,['每个'],['r']
1050,['免受'],['v']
1051,['面向'],['n']
1052,['南南合作'],['ns']
1053,['起'],['v']
1054,['恰当'],['d']
1055,['日前'],['t']
1056,['融入'],['v']
1057,['生物'],['n']
1058,['实际'],['n']
1059,['实行'],['v']
1060,['司法'],['n']
1061,['通报'],['n']
1062,['投融资'],['n']
1063,['外国'],['ns']
1064,['相信'],['v']
1065,['协调一致'],['i']
1066,['修复'],['v']
1067,['宣布'],['v']
1068,['学习'],['v']
1069,['严格'],['ad']
1070,['要素'],['n']
1071,['一份'],['m']
1072,['一种'],['m']
1073,['银行资本'],['n']
1074,['预期'],['vn']
1075,['月份'],['n']
1076,['运用'],['vn']
1077,['责成'],['v']
1078,['者'],['k']
1079,['整个'],['b']
1080,['制订'],['v']
1081,['重视'],['v']
1082,['自由化'],['vn']
1083,['自由贸易'],['l']
1084,['本币'],['n']
1085,"['并', '于']","['c', 'p']"
1086,['不会'],['v']
1087,['不确定性'],['n']
1088,['布宜诺斯艾利斯'],['ns']
1089,['筹资'],['vn']
1090,['初步'],['d']
1091,"['促', '贸']","['v', 'vn']"
1092,['地位'],['n']
1093,['董会'],['n']
1094,['动荡'],['v']
1095,['遏制'],['v']
1096,['发挥作用'],['n']
1097,['发言权'],['l']
1098,['反恐'],['v']
1099,['个人'],['n']
1100,['供应链'],['nz']
1101,['很'],['zg']
1102,['衡量'],['v']
1103,['获益'],['v']
1104,['即'],['v']
1105,['集体行动'],['n']
1106,['家庭'],['n']
1107,['坚持'],['v']
1108,['减缓'],['v']
1109,['鉴于'],['p']
1110,['借贷'],['n']
1111,['竞争性'],['n']
1112,['纠正'],['v']
1113,['巨大'],['a']
1114,['拒绝'],['v']
1115,['决策'],['n']
1116,['坎昆'],['ns']
1117,['科学'],['n']
1118,['控制'],['v']
1119,['立法'],['d']
1120,['贸易协定'],['nz']
1121,['没有'],['v']
1122,['内容'],['n']
1123,['普遍'],['ad']
1124,['契约'],['ns']
1125,['请'],['v']
1126,['区别'],['n']
1127,['全面实施'],['n']
1128,['权重'],['n']
1129,['人权'],['n']
1130,['人员'],['n']
1131,['三方'],['m']
1132,['尚未'],['d']
1133,['势头'],['n']
1134,['数量'],['n']
1135,"['所', '作']","['c', 'v']"
1136,['提议'],['v']
1137,['提振'],['nz']
1138,['途径'],['n']
1139,['未能'],['v']
1140,['吸收'],['v']
1141,['下行'],['v']
1142,['相'],['v']
1143,['协会'],['n']
1144,['行为准则'],['n']
1145,['研拟'],['vn']
1146,['一直'],['d']
1147,['预防性'],['n']
1148,['早期'],['t']
1149,['债券市场'],['n']
1150,['之一'],['r']
1151,['执'],['v']
1152,['制约'],['n']
1153,['专家组'],['n']
1154,['自由'],['a']
1155,['总结'],['n']
1156,['组成部分'],['l']
1157,['32'],['m']
1158,['澳大利亚'],['ns']
1159,['包含'],['v']
1160,['保持警惕'],['nr']
1161,['保持一致'],['n']
1162,['保险'],['n']
1163,['比例'],['n']
1164,['便利'],['a']
1165,['表明'],['v']
1166,['步伐'],['n']
1167,['参加'],['v']
1168,['参与率'],['n']
1169,['产出'],['v']
1170,['产能'],['v']
1171,['承受'],['v']
1172,['达到'],['v']
1173,['大型'],['b']
1174,['但是'],['c']
1175,['导向'],['n']
1176,['倒闭'],['v']
1177,['抵制'],['v']
1178,['调查'],['vn']
1179,['对手'],['v']
1180,['分别'],['d']
1181,['分割'],['v']
1182,['负面'],['n']
1183,['负债表'],['n']
1184,['赋权'],['n']
1185,['更大'],['d']
1186,['工商界'],['n']
1187,['工业'],['n']
1188,['工业革命'],['nz']
1189,['关切'],['v']
1190,['官方'],['n']
1191,['鸿沟'],['n']
1192,['互助'],['v']
1193,['缓冲'],['v']
1194,['即将'],['d']
1195,['加拿大'],['ns']
1196,['兼顾'],['v']
1197,['减轻'],['v']
1198,['结论'],['n']
1199,['借款'],['n']
1200,['今后'],['t']
1201,['经济繁荣'],['nr']
1202,['可比性'],['l']
1203,['可信'],['v']
1204,['可用'],['v']
1205,['劳动者'],['n']
1206,['领导'],['n']
1207,['密切'],['ad']
1208,['民间'],['n']
1209,['纳税人'],['n']
1210,['能源部长'],['n']
1211,['年度'],['n']
1212,['破坏'],['v']
1213,['清晰'],['a']
1214,['权利'],['n']
1215,['任命'],['n']
1216,['日益'],['n']
1217,['商定'],['n']
1218,['设置'],['vn']
1219,['声明'],['n']
1220,['私营'],['b']
1221,['随着'],['p']
1222,['所有权'],['n']
1223,['它'],['r']
1224,['务实'],['d']
1225,['限度'],['n']
1226,['消费'],['vn']
1227,['携手'],['v']
1228,['行业'],['n']
1229,['须'],['d']
1230,['严峻'],['a']
1231,['一旦'],['d']
1232,['一年'],['m']
1233,['医疗'],['n']
1234,['依赖'],['v']
1235,['已达成'],['nrt']
1236,['溢出'],['v']
1237,['因'],['p']
1238,['引擎'],['n']
1239,['优化'],['vn']
1240,['友好'],['a']
1241,['予以'],['v']
1242,['愿景'],['nz']
1243,['增进'],['v']
1244,['增资'],['v']
1245,['这样'],['r']
1246,['征管'],['vn']
1247,['整合'],['v']
1248,['知识产权'],['n']
1249,['中央'],['n']
1250,['周期'],['t']
1251,['咨询'],['vn']
1252,['最高'],['a']
1253,['最近'],['f']
1254,['40'],['m']
1255,['42'],['m']
1256,['45'],['m']
1257,['2020'],['m']
1258,['2025'],['m']
1259,['2500'],['m']
1260,['按时'],['d']
1261,['本着'],['p']
1262,['波动性'],['n']
1263,['不可或缺'],['l']
1264,['部长会议'],['n']
1265,['采购'],['v']
1266,['采取任何'],['nr']
1267,['撤出'],['v']
1268,['承认'],['v']
1269,['充分考虑'],['n']
1270,['充分利用'],['n']
1271,['除了'],['p']
1272,['处理'],['v']
1273,['春季'],['t']
1274,['大阪'],['ns']
1275,['代表'],['n']
1276,['第四届'],['m']
1277,['调动'],['vn']
1278,['对此'],['d']
1279,['对外'],['s']
1280,['多元化'],['vn']
1281,['发表'],['v']
1282,['反'],['zg']
1283,['非银行'],['nt']
1284,['扶持'],['v']
1285,['福祉'],['nr']
1286,['负有'],['v']
1287,['高风险'],['n']
1288,['哥本哈根'],['ns']
1289,['更高'],['d']
1290,['公认'],['v']
1291,['公职人员'],['n']
1292,['关税'],['n']
1293,['国际金融公司'],['nt']
1294,['国际贸易'],['nz']
1295,['过剩'],['v']
1296,['还有'],['v']
1297,['很多'],['m']
1298,['后果'],['n']
1299,['极大'],['a']
1300,['加强监督'],['nr']
1301,['加以'],['v']
1302,['降'],['v']
1303,['金融工具'],['n']
1304,['金融业'],['n']
1305,['经济合作与发展组织'],['nt']
1306,['就业机会'],['n']
1307,['局面'],['n']
1308,['科技'],['n']
1309,['空间'],['n']
1310,['跨国'],['n']
1311,['利益冲突'],['n']
1312,['路'],['n']
1313,['履约'],['v']
1314,['率'],['v']
1315,['每年'],['r']
1316,['免'],['v']
1317,['明显'],['a']
1318,['摩擦'],['vn']
1319,['耐药性'],['nz']
1320,['女童'],['n']
1321,['欧盟'],['j']
1322,['配额'],['n']
1323,['期限'],['n']
1324,['气体'],['n']
1325,['签署'],['v']
1326,['前瞻性'],['n']
1327,['切实'],['ad']
1328,['区域开发'],['n']
1329,['趋势'],['n']
1330,['权力'],['n']
1331,['然而'],['c']
1332,['入境'],['n']
1333,['上次'],['t']
1334,['生产总值'],['n']
1335,['失业率'],['n']
1336,['时间'],['n']
1337,['史无前例'],['i']
1338,['世纪'],['n']
1339,['事件'],['n']
1340,['事项'],['n']
1341,['事业'],['n']
1342,['收集'],['v']
1343,['收益'],['n']
1344,['首要'],['b']
1345,['拓展'],['v']
1346,['套利'],['n']
1347,['挑战赛'],['n']
1348,['投入'],['v']
1349,['推行'],['v']
1350,['外'],['f']
1351,['完整'],['a']
1352,['万亿美元'],['m']
1353,['网站'],['n']
1354,['温室'],['n']
1355,['下届'],['b']
1356,['现代'],['t']
1357,['现行'],['n']
1358,['宪章'],['n']
1359,['相对'],['d']
1360,['享有'],['v']
1361,['信托'],['n']
1362,['寻找'],['v']
1363,['一揽子'],['l']
1364,['以期'],['f']
1365,['以上'],['f']
1366,['疫苗'],['n']
1367,['引领'],['v']
1368,['应急'],['vn']
1369,['应用'],['v']
1370,['有序'],['n']
1371,['运转'],['vn']
1372,['则'],['d']
1373,['展望'],['v']
1374,['找出'],['v']
1375,['这种'],['r']
1376,['诊断'],['v']
1377,['证券化'],['n']
1378,['支出'],['v']
1379,['支付'],['v']
1380,['支柱'],['n']
1381,['重大进展'],['nt']
1382,['重建'],['a']
1383,['重组'],['vn']
1384,['抓住'],['v']
1385,['资本金'],['n']
1386,['自己'],['r']
1387,['阻止'],['v']
1388,['最大化'],['nt']
1389,['0.05'],['m']
1390,['33'],['m']
1391,['34'],['m']
1392,['35'],['m']
1393,['36'],['m']
1394,['37'],['m']
1395,['38'],['m']
1396,['39'],['m']
1397,['41'],['m']
1398,['43'],['m']
1399,['44'],['m']
1400,['46'],['m']
1401,['47'],['m']
1402,['48'],['m']
1403,['49'],['m']
1404,['阿根廷'],['nr']
1405,['安全性'],['nr']
1406,['半官方'],['nr']
1407,['保护环境'],['n']
1408,['被迫'],['d']
1409,['比重'],['n']
1410,['必要性'],['l']
1411,['变革'],['vn']
1412,['持久'],['a']
1413,['筹备'],['v']
1414,['出'],['v']
1415,['此次'],['r']
1416,['此基础'],['l']
1417,['此类'],['r']
1418,['代价'],['n']
1419,['当今世界'],['i']
1420,['到位'],['v']
1421,['道德风险'],['n']
1422,['地球'],['n']
1423,['地区性'],['n']
1424,['地缘'],['n']
1425,['第九次'],['m']
1426,['第一阶段'],['t']
1427,['斗争'],['vn']
1428,['段'],['q']
1429,['对冲'],['n']
1430,['多边合作'],['l']
1431,['恶化'],['v']
1432,['儿童'],['n']
1433,['而且'],['c']
1434,['发现'],['v']
1435,['法治'],['n']
1436,['妨碍'],['v']
1437,['放缓'],['v']
1438,['非歧视'],['b']
1439,['港'],['j']
1440,['根本原因'],['n']
1441,['公民'],['n']
1442,['国际清算银行'],['nt']
1443,['合约'],['n']
1444,['核'],['n']
1445,['互相'],['d']
1446,['话语权'],['n']
1447,['惠及'],['ns']
1448,['饥饿'],['n']
1449,['既'],['c']
1450,['坚决'],['ad']
1451,['简化'],['v']
1452,['建设项目'],['n']
1453,"['鉴', '此']","['nr', 'r']"
1454,"['将', '会']","['d', 'v']"
1455,['借助'],['v']
1456,['尽可能'],['d']
1457,['谨慎'],['a']
1458,['经济危机'],['l']
1459,['决定性'],['n']
1460,['均衡'],['a']
1461,['可用资金'],['l']
1462,['恐怖'],['a']
1463,['困难'],['an']
1464,['蓝图'],['nr']
1465,['滥用'],['v']
1466,['了解'],['v']
1467,['类似'],['v']
1468,['累积'],['v']
1469,['粮食价格'],['l']
1470,['量化'],['v']
1471,['列入'],['v']
1472,['临时'],['b']
1473,['零'],['m']
1474,['流程'],['n']
1475,['罗马'],['ns']
1476,['每'],['zg']
1477,['弥合'],['v']
1478,['秘书长'],['n']
1479,['密切合作'],['l']
1480,['明年'],['t']
1481,['农村'],['n']
1482,['平均'],['a']
1483,['期望'],['v']
1484,['企业家'],['n']
1485,['强烈'],['a']
1486,['侨汇'],['n']
1487,['全部'],['n']
1488,['缺口'],['n']
1489,['任期'],['n']
1490,['设定'],['v']
1491,['实质'],['n']
1492,['使命'],['v']
1493,['市场准入'],['n']
1494,['试点'],['n']
1495,['首要任务'],['n']
1496,['虽然'],['c']
1497,['所得'],['v']
1498,['所有人'],['n']
1499,['谈判代表'],['n']
1500,['天堂'],['n']
1501,['头寸'],['n']
1502,['外围'],['f']
1503,['违约'],['v']
1504,['文化'],['n']
1505,['无序'],['n']
1506,['物价'],['n']
1507,['先生'],['n']
1508,['显示'],['v']
1509,['现在'],['t']
1510,['项'],['n']
1511,['循环'],['vn']
1512,['亚的斯亚贝巴'],['ns']
1513,"['一', '国']","['m', 'n']"
1514,['一样'],['r']
1515,['依据'],['p']
1516,['以后'],['f']
1517,['以往'],['t']
1518,['议定书'],['n']
1519,['意识'],['n']
1520,['引发'],['v']
1521,['引入'],['v']
1522,['英国'],['ns']
1523,['营造'],['vn']
1524,['优势'],['n']
1525,['由于'],['c']
1526,['有待'],['v']
1527,['有利'],['a']
1528,['又'],['d']
1529,['与会'],['v']
1530,['原因'],['n']
1531,['允许'],['v']
1532,['增长点'],['n']
1533,['长期投资'],['l']
1534,['这项'],['r']
1535,['着手'],['v']
1536,['争取'],['v']
1537,['正常'],['d']
1538,['直接'],['ad']
1539,['治疗'],['v']
1540,['中央银行'],['nt']
1541,['终身'],['d']
1542,['重演'],['vn']
1543,['诸如'],['nr']
1544,['转轨'],['v']
1545,['转让'],['v']
1546,['准则'],['n']
1547,['资金来源'],['n']
1548,['自然灾害'],['l']
1549,['总体'],['n']
1550,['最后'],['f']
1551,['最为'],['d']
1552,['50'],['m']
1553,['55'],['m']
1554,['57'],['m']
1555,['60'],['m']
1556,['70'],['m']
1557,['80'],['m']
1558,['1000'],['m']
1559,['按'],['p']
1560,['八国集团'],['nt']
1561,['办法'],['n']
1562,['保险机构'],['n']
1563,['本次'],['r']
1564,['比'],['p']
1565,['彼此'],['r']
1566,['贬值'],['v']
1567,['表述'],['v']
1568,['并且'],['c']
1569,['不仅'],['c']
1570,['不可'],['v']
1571,['不利'],['a']
1572,['不再'],['d']
1573,['财产'],['n']
1574,['财富'],['n']
1575,['采掘业'],['n']
1576,['采取有效'],['n']
1577,['测试'],['vn']
1578,['产业'],['n']
1579,['场所'],['n']
1580,['承担责任'],['l']
1581,['冲突'],['vn']
1582,['出售'],['vn']
1583,['创立'],['v']
1584,['创造条件'],['n']
1585,['此后'],['c']
1586,['存款'],['n']
1587,['达成协议'],['nz']
1588,['大额'],['n']
1589,['当'],['t']
1590,['当代'],['t']
1591,['当今'],['t']
1592,['德班'],['ns']
1593,['德国'],['ns']
1594,"['地', '为']","['uv', 'p']"
1595,['低迷'],['v']
1596,['低于'],['v']
1597,['第二阶段'],['t']
1598,['第四'],['m']
1599,['第四次'],['m']
1600,['第一'],['m']
1601,['第一次'],['m']
1602,['电力'],['nz']
1603,['电子'],['nz']
1604,['掉期'],['nz']
1605,"['对', '非']","['p', 'h']"
1606,['对接'],['v']
1607,['恶意'],['v']
1608,['而言'],['c']
1609,['发掘'],['v']
1610,['法人'],['n']
1611,['方向'],['n']
1612,['方在'],['t']
1613,['防备'],['v']
1614,['非常规'],['b']
1615,['非洲开发银行'],['nt']
1616,['服务业'],['n']
1617,['附'],['v']
1618,['附加值'],['n']
1619,['副'],['b']
1620,['覆盖'],['v']
1621,['钢铁'],['nz']
1622,['高标准'],['n']
1623,['高估'],['v']
1624,['各方对'],['l']
1625,['更多更好'],['l']
1626,"['更', '抗']","['d', 'v']"
1627,['工人'],['n']
1628,['工资'],['vn']
1629,['工作岗位'],['n']
1630,['供'],['v']
1631,['共同利益'],['n']
1632,['构成'],['v']
1633,['雇主'],['v']
1634,['管控'],['vn']
1635,['还是'],['c']
1636,['合理'],['vn']
1637,['合力'],['n']
1638,['合同'],['a']
1639,['核能'],['n']
1640,['很大'],['a']
1641,['黄金'],['nz']
1642,['会晤'],['v']
1643,['积累'],['v']
1644,['基石'],['n']
1645,['基准'],['n']
1646,['技术支持'],['n']
1647,['监控'],['vn']
1648,['建设性'],['n']
1649,['健全'],['a']
1650,['交通'],['n']
1651,['交易所'],['nt']
1652,['较'],['zg']
1653,['教训'],['vn']
1654,['阶段'],['n']
1655,['接触'],['v']
1656,['近海'],['f']
1657,['经验交流'],['n']
1658,['经营'],['vn']
1659,['举报人'],['n']
1660,['开放型'],['nz']
1661,['可信度'],['l']
1662,['可行性'],['n']
1663,['客观'],['n']
1664,['跨'],['v']
1665,['跨国企业'],['n']
1666,['扩大内需'],['n']
1667,['扩散'],['v']
1668,['垃圾'],['n']
1669,['拉'],['v']
1670,['拉奎'],['nr']
1671,['来自'],['v']
1672,['濑口'],['ns']
1673,['篮子'],['n']
1674,['劳动生产率'],['n']
1675,['力量'],['n']
1676,['历史'],['n']
1677,['联合国开发计划署'],['nt']
1678,['联合国粮农组织'],['nt']
1679,['联手'],['v']
1680,['联席会议'],['l']
1681,['粮农组织'],['nt']
1682,['流向'],['n']
1683,['迈进'],['v']
1684,['蔓延'],['v']
1685,['哪些'],['r']
1686,['男女'],['n']
1687,['南北'],['ns']
1688,['年轻人'],['n']
1689,['凝聚'],['v']
1690,['期货市场'],['n']
1691,['歧视'],['v']
1692,['歧视性'],['n']
1693,['起草'],['v']
1694,['起来'],['v']
1695,['强大'],['a']
1696,['清'],['t']
1697,['清单'],['a']
1698,['趋同'],['n']
1699,['去年'],['t']
1700,['全体'],['n']
1701,['全体成员'],['n']
1702,['缺陷'],['v']
1703,['确立'],['v']
1704,['人们'],['n']
1705,['认定'],['v']
1706,['容忍'],['a']
1707,['沙特'],['nr']
1708,['上半年'],['t']
1709,['深感'],['a']
1710,['生产国'],['n']
1711,['生命'],['vn']
1712,['时刻'],['n']
1713,['世界粮食计划署'],['nt']
1714,['世卫'],['n']
1715,['适时'],['ad']
1716,['适应能力'],['n']
1717,['释放'],['v']
1718,['水'],['n']
1719,['顺'],['p']
1720,['私人资本'],['n']
1721,['塑造'],['v']
1722,['所有者'],['c']
1723,['特殊'],['a']
1724,['体育'],['nz']
1725,['条例'],['n']
1726,['同步'],['d']
1727,['突然'],['ad']
1728,['团结一致'],['i']
1729,['退出'],['v']
1730,['完整性'],['n']
1731,['萎缩'],['v']
1732,['问责制'],['n']
1733,['无论'],['c']
1734,['希腊'],['ns']
1735,['细化'],['n']
1736,['陷入'],['v']
1737,['相结合'],['v']
1738,['消费国'],['n']
1739,['协调性'],['n']
1740,['新型'],['b']
1741,['信息系统'],['n']
1742,['行政'],['n']
1743,['序言'],['n']
1744,['削弱'],['v']
1745,['研讨会'],['n']
1746,['一点'],['m']
1747,['一方面'],['mq']
1748,['一起'],['m']
1749,['依旧'],['z']
1750,['以南'],['f']
1751,['议定'],['v']
1752,['意愿'],['n']
1753,['隐私'],['b']
1754,['应有'],['v']
1755,['营养不良'],['l']
1756,['影响力'],['n']
1757,['用品'],['n']
1758,['赞同'],['v']
1759,['战略性'],['n']
1760,['彰显'],['v']
1761,['征收'],['v']
1762,['征税'],['v']
1763,['正式'],['ad']
1764,['证明'],['n']
1765,['之后'],['f']
1766,['执法'],['v']
1767,['职业'],['n']
1768,['中小'],['j']
1769,['周期性'],['n']
1770,['主办'],['b']
1771,['主义'],['n']
1772,['注入'],['v']
1773,['专门'],['n']
1774,['转变'],['v']
1775,['撰写'],['v']
1776,['准确'],['a']
1777,['资助'],['n']
1778,['自愿性'],['n']
1779,['自主权'],['n']
1780,['总需求'],['n']
1781,['0.02'],['m']
1782,['0.03'],['m']
1783,['0.25'],['m']
1784,['51'],['m']
1785,['52'],['m']
1786,['53'],['m']
1787,['54'],['m']
1788,['56'],['m']
1789,['58'],['m']
1790,['59'],['m']
1791,['61'],['m']
1792,['62'],['m']
1793,['63'],['m']
1794,['64'],['m']
1795,['65'],['m']
1796,['66'],['m']
1797,['67'],['m']
1798,['68'],['m']
1799,['69'],['m']
1800,['71'],['m']
1801,['72'],['m']
1802,['73'],['m']
1803,['74'],['m']
1804,['2005'],['m']
1805,['2050'],['m']
1806,['5000'],['m']
1807,['7500'],['m']
1808,['巴厘'],['ns']
1809,['柏林'],['nr']
1810,['半导体'],['n']
1811,['报酬'],['n']
1812,['爆发'],['v']
1813,['被窃'],['v']
1814,['本'],['r']
1815,['必需'],['v']
1816,['变动'],['vn']
1817,['表现'],['v']
1818,"['并', '视情']","['c', 'n']"
1819,['不当'],['d']
1820,['不负责任'],['l']
1821,['不遗余力'],['l']
1822,['才能'],['v']
1823,['采纳'],['v']
1824,['参考'],['v']
1825,['参与度'],['n']
1826,['参与方'],['n']
1827,['操作'],['v']
1828,['差额'],['n']
1829,['差异'],['n']
1830,['常规'],['n']
1831,['彻底'],['ad']
1832,['城市'],['ns']
1833,['充分就业'],['l']
1834,['初期'],['t']
1835,['传导'],['n']
1836,['此项工作'],['l']
1837,['促使'],['v']
1838,['错配'],['v']
1839,['打破'],['v']
1840,['打造'],['v']
1841,['大部分'],['m']
1842,['大多数'],['m']
1843,['代表权'],['n']
1844,['带动'],['v']
1845,['待'],['v']
1846,['单独'],['d']
1847,['单个'],['b']
1848,['担忧'],['v']
1849,['当务之急'],['i']
1850,['低估'],['v']
1851,['第二'],['m']
1852,['第三'],['m']
1853,['第三次'],['m']
1854,['第十次'],['m']
1855,['第十五次'],['m']
1856,['东道国'],['ns']
1857,['动态'],['n']
1858,['动用'],['n']
1859,['对付'],['vn']
1860,['法规'],['n']
1861,['法律效力'],['n']
1862,['反复'],['v']
1863,['反应'],['vn']
1864,['犯罪'],['vn']
1865,['泛美'],['j']
1866,['贩运'],['v']
1867,['费用'],['n']
1868,['丰富'],['a']
1869,['福利'],['ns']
1870,['辅以'],['v']
1871,['附加'],['v']
1872,['干扰'],['v']
1873,['高度'],['n']
1874,['高水平'],['nr']
1875,['高速'],['d']
1876,['格局'],['n']
1877,['各项'],['r']
1878,['跟踪'],['v']
1879,"['更', '富']","['d', 'a']"
1880,['工商业'],['j']
1881,['公共卫生'],['n']
1882,['公共政策'],['n']
1883,['公平性'],['n']
1884,['公信力'],['n']
1885,['功能'],['n']
1886,['供应'],['vn']
1887,['估价'],['n']
1888,['估值'],['n']
1889,['雇佣'],['v']
1890,['国民'],['n']
1891,['国内外'],['s']
1892,['国外'],['s']
1893,['果断'],['d']
1894,['过渡'],['v']
1895,['过渡期'],['n']
1896,"['过', '高']","['ug', 'a']"
1897,['海地'],['s']
1898,['海洋环境'],['l']
1899,['互联网'],['n']
1900,['化'],['n']
1901,['环节'],['n']
1902,['货币贬值'],['vn']
1903,['迹象'],['n']
1904,['积极参与'],['i']
1905,['激励机制'],['n']
1906,['极度'],['d']
1907,['疾病'],['n']
1908,['几乎'],['d']
1909,['几年'],['m']
1910,['季度'],['n']
1911,['继续加强'],['n']
1912,['加倍努力'],['nr']
1913,['加深'],['v']
